Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C7H16O3,148.2001,21957,0.0,NCGC00255741-01,CCOC(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289F50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H15NO3,221.2524,24526,0.0,NCGC00255849-01,CCOc1ccc(NC(=O)CC(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A030>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H10N2O3,182.1766,2084,0.0,NCGC00255172-01,CCOc1ccc(N)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A1F0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H21NO,219.3226,22365,0.0,NCGC00255801-01,CCOc1ccc2c(c1)C(C)CC(C)(C)N2,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A2D0>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H11NO,137.179,5863,0.0,NCGC00258556-01,CCOc1ccccc1N,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A3B0>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H10O2,138.1638,22276,0.0,NCGC00255986-01,CCOc1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A490>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H14O3,146.1843,7309,0.0,NCGC00257733-01,CCOCCC(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A570>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H14O2,118.1742,5285,0.0,NCGC00258210-01,CCOCCOCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A730>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H16O4,176.2102,6905,0.0,NCGC00258397-01,CCOCCOCCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A810>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H20NO5PS2,329.3733,22117,0.0,NCGC00255735-01,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A8F0>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H11O2PS2,186.2327,7133,0.0,NCGC00255332-01,CCOP(=S)(S)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A628A9D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H11O3P,138.1021,21861,0.0,NCGC00255435-01,CCOP(O)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A628AAB0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H18ClN,199.7203,28794,0.0,NCGC00247705-01,CCN[C@@H](C)Cc1ccccc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628AC70>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H6ClN,115.5608,7262,0.0,NCGC00257717-01,Cl.c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A628AD50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H14ClNO3,231.6761,28817,0.0,NCGC00247701-01,CC(Cc1ccc2c(c1)OCO2)NO.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628AE30>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H15ClN2,162.6604,29317,0.0,NCGC00260205-01,CCCN1C=CN(C)C1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628AFF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H12ClN,109.5978,24320,0.0,NCGC00257526-01,CCNCC.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628B0D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H10Cl3N3,266.5548,24670,0.0,NCGC00256172-01,Cl.Clc1cccc(Cl)c1N=C1NCCN1,<rdkit.Chem.rdchem.Mol object at 0x00000119A628B370>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H8ClN,81.5446,7163,0.0,NCGC00258250-01,CNC.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628B530>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C19H18ClN9O5S2,551.9865,28518,0.0,NCGC00181750-01,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628B610>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H18ClNO2,231.7191,28812,0.0,NCGC00168269-02,COc1ccc(OC)c(CC(C)N)c1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628B7D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H9ClN2,156.6128,24401,0.0,NCGC00255862-01,Cl.N=C(N)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A628B8B0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH7ClN4,110.5461,24405,0.0,NCGC00255912-01,Cl.N=C(N)NN,<rdkit.Chem.rdchem.Mol object at 0x00000119A628B990>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CH6ClN3O,111.5308,244,0.0,NCGC00258503-01,Cl.NNC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A628BA70>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H14ClNO5,215.6321,11356,0.0,NCGC00255106-01,Cl.N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000119A628BDF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H12ClNO,185.6507,28792,0.0,NCGC00168262-02,C[C@H](N)C(=O)c1ccccc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A628BED0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H18ClNO4,239.6965,20693,0.0,NCGC00255486-01,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8040>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H14ClNO3,195.644,26994,0.0,NCGC00256116-01,CCOC(=N)CC(=O)OCC.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8120>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H21ClN2O2,224.7282,14849,0.0,NCGC00254589-01,CCCOC(=O)NCCCN(C)C.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8200>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H22ClN3O,271.7863,29382,0.0,NCGC00260401-01,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A82E0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H14ClN3O5,303.699,24714,0.0,NCGC00256190-01,Cl.NC(=O)CC[C@H](Nc1ccc([N+](=O)[O-])cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A83C0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H26ClN3O9,415.8239,20739,0.0,NCGC00255614-01,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A84A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H12ClNO3,205.6388,10780,0.0,NCGC00256911-01,Cc1ncc(CO)c(CO)c1O.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8740>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H12ClNO,173.64,14087,0.0,NCGC00258750-01,Cl.NCCc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8820>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C4Cl6,260.7608,683,0.0,NCGC00259274-01,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8900>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H5ClO,140.567,6631,0.0,NCGC00257985-01,O=C(Cl)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8BA0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H15ClO,162.6571,4724,0.0,NCGC00259800-01,CCCCCCCC(=O)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8C80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H3ClO2,94.497,4185,0.0,NCGC00258395-01,COC(=O)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8D60>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H5ClO2,108.5236,7186,0.0,NCGC00258587-01,CCOC(=O)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8E40>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H7ClO2,170.593,7158,0.0,NCGC00258625-01,O=C(Cl)OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A8F20>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCl3NO2,164.3752,315,0.0,NCGC00259119-01,O=[N+]([O-])C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9000>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3Cl6O,264.7495,1601,0.0,NCGC00259322-01,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A90E0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2Cl4O,181.8328,14070,0.0,NCGC00258623-01,O=C(Cl)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A92A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2Cl3F3,187.3756,7148,0.0,NCGC00257633-01,FC(F)(F)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9380>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H2Cl3NO,162.4024,1671,0.0,NCGC00258090-01,NC(=O)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9460>,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C5H5Cl3N2OS,247.53,12547,0.0,NCGC00254826-01,CCOc1nc(C(Cl)(Cl)Cl)ns1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A97E0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2HCl5,202.2943,1104,0.0,NCGC00258693-01,ClC(Cl)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A98C0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H3Cl2NO,127.9573,1561,0.0,NCGC00257604-01,NC(=O)C(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A99A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2Cl3F3,187.3756,1377,0.0,NCGC00257955-01,FC(F)(Cl)C(F)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9B60>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H4Cl2,110.9699,1307,0.0,NCGC00257789-01,ClC=CCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9C40>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H2Cl2,96.9433,4991,0.0,NCGC00258328-01,ClC=CCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9D20>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H5Cl3O2,239.4831,20284,0.0,NCGC00255534-01,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9E00>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C15H14ClN3O6,367.7412,28745,0.0,NCGC00182988-01,CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62A9EE0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H6Cl2O2,205.038,22146,0.0,NCGC00255884-01,COC(=O)c1cc(Cl)cc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA0A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H7ClO2,170.593,7507,0.0,NCGC00258565-01,COC(=O)c1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA180>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H14ClNO2,215.6767,6557,0.0,NCGC00257111-01,OCCN(CCO)c1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA260>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H6Cl2,161.0285,20702,0.0,NCGC00255577-01,Cc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA340>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6HCl5,250.3371,4247,0.0,NCGC00257145-01,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA420>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H3Cl3,181.447,6195,0.0,NCGC00257833-01,Clc1cc(Cl)cc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA7A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H5Cl2N,186.038,21185,0.0,NCGC00254924-01,N#CCc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA880>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H13Cl2NO3,266.1211,4896,0.0,NCGC00257856-01,CNC.O=C(O)COc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AA960>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H8Cl2O3,235.064,21349,0.0,NCGC00255411-01,COC(=O)COc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AAA40>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H14Cl2O3,277.1438,21347,0.0,NCGC00255596-01,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AAB20>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H22Cl2O3,333.2501,444,0.0,NCGC00258480-01,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AAC00>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H14Cl2O3,277.1438,443,0.0,NCGC00258789-01,CCCCOC(=O)COc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AACE0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H26Cl2O3,361.3032,27427,0.0,NCGC00256702-01,CCCCCC(CC)OC(=O)CCCOc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AAEA0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H21Cl3O3,367.6951,21329,0.0,NCGC00255662-01,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AAF80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H18ClNO2,255.7405,28720,0.0,NCGC00183835-01,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AB060>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H11ClF3NO3,309.6688,24998,0.0,NCGC00256300-01,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AB140>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H20ClN3O,317.8132,12655,0.0,NCGC00168342-02,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AB300>,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H15Cl,182.6898,28181,0.0,NCGC00257280-01,CCCCCc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62AB5A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H7ClN2O,170.5963,21512,0.0,NCGC00254741-01,NC(=O)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62ABA00>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H7ClN2,166.6076,4787,0.0,NCGC00258357-01,Cc1nc2ccc(Cl)cc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62ABBC0>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H5Cl,112.5569,298,0.0,NCGC00258775-01,Clc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62ABD80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H4ClN,113.545,4810,0.0,NCGC00259832-01,Clc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62ABF40>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H8ClN5O2S,249.678,14465,0.0,NCGC00255089-01,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8350>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4Cl4S,221.9198,22451,0.0,NCGC00255751-01,Clc1sc(Cl)c(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8430>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H7Cl,162.6156,4791,0.0,NCGC00258377-01,Clc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C85F0>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2H2Cl4,167.8493,1317,0.0,NCGC00258661-01,ClCC(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C87B0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H5Cl3,147.4308,1390,0.0,NCGC00259572-01,ClCC(Cl)CCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8890>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C3H6Cl2O,128.9851,4038,0.0,NCGC00257896-01,OCC(Cl)CCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8A50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H3ClO,78.4976,292,0.0,NCGC00255050-01,O=CCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8C10>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H9Cl,152.6208,2307,0.0,NCGC00255223-01,C=Cc1cccc(CCl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8CF0>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H7Cl,126.5835,153,0.0,NCGC00257820-01,ClCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8DD0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H12Cl2,155.0655,24409,0.0,NCGC00255999-01,ClCCCCCCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C8F90>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H6Cl2,112.9857,2004,0.0,NCGC00258692-01,ClCCCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9070>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH2Cl2,84.9326,868,0.0,NCGC00260075-01,ClCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9150>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H8Cl2O,143.0117,168,0.0,NCGC00259623-01,ClCCOCCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9230>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H4Cl2O,114.9586,173,0.0,NCGC00258394-01,ClCOCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C94D0>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2H6ClO2PS,160.5596,7486,0.0,NCGC00260111-01,COP(=S)(Cl)OC,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9690>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl3OP,153.3322,9710,0.0,NCGC00258368-01,O=P(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9770>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H5Cl2P,178.9837,7282,0.0,NCGC00257120-01,ClP(Cl)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9850>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H11N3,149.193,1128,0.0,NCGC00255139-01,CN(C)N=Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9930>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H9N,59.1103,6238,0.0,NCGC00255170-01,CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9A10>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H15NO,117.1894,24721,0.0,NCGC00256211-01,CN(C)C(C)(C)CO,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9BD0>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C3H6ClNO,107.5388,512,0.0,NCGC00258886-01,CN(C)C(=O)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9CB0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H10N2,122.1677,24369,0.0,NCGC00257546-01,CN(C)c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62C9F50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H20N4O2,252.3128,4145,0.0,NCGC00259214-01,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA110>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H31N,213.4026,6906,0.0,NCGC00257196-01,CCCCCCCCCCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA3B0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H35N,241.4558,6927,0.0,NCGC00260286-01,CCCCCCCCCCCCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA490>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H39N,269.509,6924,0.0,NCGC00260539-01,CCCCCCCCCCCCCCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA570>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H24N2,172.311,13701,0.0,NCGC00258535-01,CN(C)CCCCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA650>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H31N3O,245.4047,24975,0.0,NCGC00256209-01,CC(O)CN(CCCN(C)C)CCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA730>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H17N3,155.2407,24980,0.0,NCGC00256178-01,CN(C)CCCNCCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA810>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H25N3,187.3256,24974,0.0,NCGC00256130-01,CN(C)CCCNCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA8F0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H18N2O,146.2306,24875,0.0,NCGC00256033-01,CN(C)CCN(C)CCO,<rdkit.Chem.rdchem.Mol object at 0x00000119A62CA9D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
