,smiles,Formula,FW,DSSTox_CID,SR-HSE,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
10372,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,C19H16O4,308.3279,3742,0,0,0,0,0,0,1,0,1,0,0,0
10373,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,C19H16O4,308.3279,3742,0,0,0,0,0,0,1,0,1,0,0,0
10374,CC(=O)CCC(=O)O,C5H8O3,116.1152,1648,0,0,0,0,0,0,0,0,0,0,0,0
10375,CC(=O)CCC(C)=O,C6H10O2,114.1424,10138,0,0,0,0,0,0,0,0,0,0,0,0
10376,CC(=O)CCc1ccc2c(c1)OCO2,C11H12O3,192.2112,27161,0,0,0,0,0,0,0,0,0,0,0,0
10377,CC(=O)CCc1ccccc1,C10H12O,148.2017,13241,0,0,0,0,0,0,0,0,0,0,0,0
10378,CC(=O)CCc1ccccc1,C10H12O,148.2017,13241,0,0,0,0,0,0,0,0,0,0,0,0
10379,CCCCCC(C)=O,C7H14O,114.1855,1916,0,0,0,0,0,0,0,0,0,0,0,0
10380,CCCCCCCCCC(C)=O,C11H22O,170.2918,1943,0,0,0,0,0,0,0,0,0,0,0,0
10381,CC(=O)CCl,C3H5ClO,92.5242,1547,0,0,0,0,0,0,0,0,0,0,0,0
10382,CNC(C)=O,C3H7NO,73.0938,27167,0,0,0,0,0,0,0,0,0,0,0,0
10383,CC(=O)O,C2H4O2,60.0520,4394,0,0,0,0,0,0,0,0,0,0,0,0
10384,CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,C12H20O2,196.2860,21675,0,0,0,0,0,0,0,0,0,0,0,0
10385,CC(=O)OC(C)(C)C,C6H12O2,116.1583,2055,0,0,0,0,0,0,0,0,0,0,0,0
10386,CC(=O)OC(C)(C)C1CC=C(C)CC1,C12H20O2,196.2860,6496,0,0,0,0,0,0,0,0,0,0,0,0
10387,CC(=O)OC(C)=O,C4H6O3,102.0886,4395,0,0,0,0,0,0,0,0,0,0,0,0
10388,CC(=O)OC(C)OC(C)=O,C6H10O4,146.1412,7188,0,0,0,0,0,0,0,0,0,0,0,0
10389,CC(=O)OCC=C(C)C,C7H12O2,128.1690,27128,0,0,0,0,0,0,0,0,0,0,0,0
10390,CC(=O)OC1C2(C)CCC(C2)C1(C)C,C12H20O2,196.2860,27197,0,0,0,0,0,0,0,0,0,0,0,0
10391,CC(=O)OCC=Cc1ccccc1,C11H12O2,176.2118,24765,0,0,0,0,0,0,0,0,0,0,0,0
10392,CC(=O)OCc1ccc2c(c1)OCO2,C10H10O4,194.1840,5925,0,0,0,0,0,0,0,0,0,0,0,0
10393,CC(=O)OCc1ccccc1,C9H10O2,150.1745,151,0,0,0,0,0,0,0,0,0,0,0,0
10394,CCCOC(C)=O,C5H10O2,102.1317,1901,0,0,0,0,0,0,0,0,0,0,0,0
10395,CC(=O)OCCc1ccccc1,C10H12O2,164.2011,24506,0,0,0,0,0,0,0,0,0,0,0,0
10396,CC(=O)OCCC1CCCCC1,C10H18O2,170.2487,27188,0,0,0,0,0,0,0,0,0,0,0,0
10397,CCCCOC(C)=O,C6H12O2,116.1583,1982,0,0,0,0,0,0,0,0,0,0,0,0
10398,CC(=O)OCCCc1ccccc1,C11H14O2,178.2277,27648,0,0,0,0,0,0,0,0,0,0,0,0
10399,CCCCCCCCCOC(C)=O,C11H22O2,186.2912,27123,0,0,0,0,0,0,0,0,0,0,0,0
10400,C=CCCCCCCCCOC(C)=O,C12H22O2,198.3019,27125,0,0,0,0,0,0,0,0,0,0,0,0
10401,CCCCCCCCCCOC(C)=O,C12H24O2,200.3178,27189,0,0,0,0,0,0,0,1,0,0,0,0
10402,CC/C=C\CCCCCCCCCCOC(C)=O,C16H30O2,254.4082,15266,0,0,0,0,0,0,0,0,0,0,0,0
10403,CC/C=C/CCCCCCCCCCOC(C)=O,C16H30O2,254.4082,15286,0,0,0,0,0,0,0,0,0,0,0,0
10404,CC(=O)OCCOC(C)=O,C6H10O4,146.1412,6880,0,0,0,0,0,0,0,0,0,0,0,0
10405,CCOCCOC(C)=O,C6H12O3,132.1577,1928,0,0,0,0,0,0,0,0,0,0,0,0
10406,CC(C)Cc1ccc(C(C)C(=O)O)cc1,C13H18O2,206.2808,732,0,0,0,0,0,0,0,1,0,0,0,0
10407,CNC(=O)O/N=C/C(C)(C)S(C)=O,C7H14N2O3S,206.2627,13161,0,0,0,0,0,0,0,0,0,0,0,0
10408,CNC(=O)ON=CC(C)(C)SC,C7H14N2O2S,190.2633,39,0,0,0,0,0,0,0,0,0,0,0,0
10409,CC(C)(C)C(=O)C(=O)O,C6H10O3,130.1418,7314,0,0,0,0,0,0,0,0,0,0,0,0
10410,CC(C)(C)C(=O)C(Cl)Cl,C6H10Cl2O,169.0490,7822,0,0,0,0,0,0,0,0,0,0,0,0
10411,COC(=O)CC(=O)C(C)(C)C,C8H14O3,158.1950,22149,0,0,0,0,0,0,0,0,0,0,0,0
10412,CC(C)(C)C(=O)CCl,C6H11ClO,134.6039,7749,0,0,0,0,0,0,0,0,0,0,0,0
10413,CC(C)(C)C(=O)CCl,C6H11ClO,134.6039,7749,0,0,0,0,0,0,0,0,0,0,0,0
10414,COC(=O)C(C)(C)C,C6H12O2,116.1583,7234,0,0,0,0,0,0,0,0,0,0,0,0
10415,CCOC(=O)C(C)(C)C,C7H14O2,130.1849,29150,0,0,0,0,0,0,0,0,0,0,0,0
10416,CC(=O)C(C)(C)C,C6H12O,100.1589,1752,0,0,0,0,0,0,0,0,0,0,0,0
10417,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,C34H50O8,586.7560,24236,0,0,0,0,0,0,1,0,0,0,0,0
10418,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,C29H44O2,424.6585,2411,0,0,0,0,0,0,0,0,0,0,0,0
10419,COc1ccc(O)c(C(C)(C)C)c1,C11H16O2,180.2435,215,0,0,0,0,0,0,1,0,0,0,0,0
10420,CC(C)(C)c1cccc(O)c1,C10H14O,150.2176,24825,0,0,0,0,0,0,1,0,0,0,0,0
10421,CC(C)(C)c1ccc(C=O)cc1,C11H14O,162.2283,7343,0,0,0,0,0,0,0,0,0,0,0,0
10422,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,C20H22N2O,306.4015,20476,0,0,0,0,0,0,0,0,0,0,0,0
10423,CC(C)(C)C1CCC(O)CC1,C10H20O,156.2652,6623,0,0,0,0,0,0,0,0,0,0,0,0
10424,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,C15H23ClO4S,334.8587,97,0,0,0,0,0,0,0,0,0,0,0,0
10425,CC(C)(C)c1ccccc1,C10H14,134.2182,27138,0,0,0,0,0,0,0,0,0,0,0,0
10426,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,C28H43N,393.6477,9310,0,0,0,0,0,0,0,0,0,0,0,0
10427,CC(C)(C)CC(C)(C)N,C8H19N,129.2432,1886,0,0,0,0,0,0,0,0,0,0,0,0
10428,CC(CCO)CC(C)(C)C,C9H20O,144.2545,9661,0,0,0,0,0,0,0,0,0,0,0,0
10429,CC(C)(C)Cl,C4H9Cl,92.5673,3937,0,0,0,0,0,0,0,1,0,0,0,0
10430,CC(C)(C)N,C4H11N,73.1368,4681,0,0,0,0,0,0,0,0,0,0,0,0
10431,CC(C)(C)NC(N)=O,C5H12N2O,116.1616,24365,0,0,0,0,0,0,0,0,0,0,0,0
10432,CC(C)(C)NCCO,C6H15NO,117.1894,24431,0,0,0,0,0,0,0,0,0,0,0,0
10433,C=C(C)C(=O)OCCNC(C)(C)C,C10H19NO2,185.2634,24931,0,0,0,0,0,0,0,0,0,0,0,0
10434,COC(C)(C)C,C5H12O,88.1482,833,0,0,0,0,0,0,0,0,0,0,0,0
10435,CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O,C10H16FNO4,233.2367,29098,0,0,0,0,0,0,0,0,0,0,0,0
10436,CC(C)(C)S,C4H10S,90.1872,6418,0,0,0,0,0,0,0,0,0,0,0,0
10437,CC(C)(c1ccccc1)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)c2ccccc2)c1,C30H29N3O,447.5708,8985,0,0,0,0,0,0,0,0,0,0,0,0
10438,CC(C)(CC(=O)O)C(=O)O,C6H10O4,146.1412,1581,0,0,0,0,0,0,0,0,0,0,0,0
10439,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,C22H29N3O,351.4852,7886,0,0,0,0,0,0,0,0,0,0,0,0
10440,CC(C)(CCC(=O)O)C(=O)O,C7H12O4,160.1678,1585,0,0,0,0,0,0,0,0,0,0,0,0
10441,CC(C)(Cl)Cl,C3H6Cl2,112.9857,10060,0,0,0,0,0,0,0,0,0,0,0,0
10442,CC(C)(CO)COC(=O)C(C)(C)CO,C10H20O4,204.2634,7361,0,0,0,0,0,0,0,0,0,0,0,0
10443,CC(C)(CO)COC(=O)C(C)(C)CO,C10H20O4,204.2634,7361,0,0,0,0,0,0,0,0,0,0,0,0
10444,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,C15H21NO2S,279.3977,18857,0,0,0,0,1,0,0,1,0,0,0,0
10445,CC(C)(O)C(=O)c1ccc(OCCO)cc1,C12H16O4,224.2530,24777,0,0,0,0,0,0,0,0,0,0,0,0
10446,C=CC(C)CCCC(C)(C)O,C10H20O,156.2652,9317,0,0,0,0,0,0,0,0,0,0,0,0
10447,COC(C)(C)OC,C5H12O2,104.1476,6441,0,0,0,0,0,0,0,0,0,0,0,0
10448,CCCCCCC(C)(C)S,C9H20S,160.3201,7868,0,0,0,0,0,0,0,0,0,0,0,0
10449,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O,156.2652,2180,0,0,0,0,0,0,0,0,0,0,0,0
10450,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O,156.2652,2180,0,0,0,0,0,0,0,0,0,0,0,0
10451,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O,156.2652,2180,0,0,0,0,0,0,0,0,0,0,0,0
10452,Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1,C18H28N2O3,320.4265,27662,0,0,0,0,0,0,0,0,0,0,0,0
10453,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,C22H28N2O5S,432.5331,27356,0,0,0,0,0,0,0,0,0,0,0,0
10454,CC(C)[C@H]1CC[C@@H](C)CC1=O,C10H18O,154.2493,24475,0,0,0,0,0,0,0,0,0,0,0,0
10455,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,C10H20O,156.2652,9733,0,0,0,0,0,0,0,0,0,0,0,0
10456,CC(C)[N+](=O)[O-],C3H7NO2,89.0932,981,0,0,0,0,0,0,0,0,0,0,0,0
10457,CC(C)C#N,C4H7N,69.1051,6461,0,0,0,0,0,0,0,0,0,0,0,0
10458,CC(C)C(=O)OC(=O)C(C)C,C8H14O3,158.1950,6609,0,0,0,0,0,0,0,0,0,0,0,0
10459,CC(C)COC(=O)C(C)C,C8H16O2,144.2114,6612,0,0,0,0,0,0,0,0,0,0,0,0
10460,CC(C)C(=O)OCC=Cc1ccccc1,C13H16O2,204.2649,27608,0,0,0,0,0,0,0,0,0,0,0,0
10461,CC(C)C(=O)OCCc1ccccc1,C12H16O2,192.2542,24764,0,0,0,0,0,0,0,0,0,0,0,0
10462,CC(C)C(=O)OCCOc1ccccc1,C12H16O3,208.2536,22279,0,0,0,0,0,0,0,0,0,0,0,0
10463,CC(C)c1cccc(O)c1,C9H12O,136.1910,24571,0,0,0,0,0,0,1,0,0,0,0,0
10464,CCC(=O)C1CC(C(C)C)CC=C1C,C13H22O,194.3132,27422,0,0,0,0,0,0,0,0,0,0,0,0
10465,CCNC(=O)C1CC(C)CCC1C(C)C,C13H25NO,211.3437,27039,0,0,0,0,0,0,0,0,0,0,0,0
10466,CC1CCC(C(C)C)C(O)C1,C10H20O,156.2652,805,0,0,0,0,0,0,0,0,0,0,0,0
10467,CC1CCC(C(C)C)C(O)C1,C10H20O,156.2652,805,0,0,0,0,0,0,0,0,0,0,0,0
10468,CC(C)c1ccc(C=O)cc1,C10H12O,148.2017,1974,0,0,0,0,0,0,0,0,0,0,0,0
10469,CC(C)c1cccc(C(C)C)c1N,C12H19N,177.2860,2279,0,0,0,0,0,0,0,0,0,0,0,0
10470,CC(C)c1ccccc1O,C9H12O,136.1910,24391,0,0,0,0,0,0,0,0,0,0,0,0
10471,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,C24H46N4O6,486.6452,24961,0,0,0,0,0,0,0,0,0,0,0,0
10472,CC(CC(C)C)=NO,C6H13NO,115.1735,24771,0,0,0,0,0,0,0,0,0,0,0,0
10473,CCOC(=O)CC(C)C,C7H14O2,130.1849,27057,0,0,0,0,0,0,0,0,0,0,0,0
10474,C=CCOC(=O)CC(C)C,C8H14O2,142.1956,48,0,0,0,0,0,0,0,0,0,0,0,0
10475,C=CCOC(=O)CC(C)C,C8H14O2,142.1956,48,0,0,0,0,0,0,0,0,0,0,0,0
10476,CC(C)CC(=O)OCc1ccccc1,C12H16O2,192.2542,27603,0,0,0,0,0,0,0,0,0,0,0,0
10477,CC(C)CC(C)(C)C,C8H18,114.2285,4370,0,0,0,0,0,0,0,0,0,0,0,0
10478,CC(C)CC(C)(N)C#N,C7H14N2,126.1995,24899,0,0,0,0,0,0,0,0,0,0,0,0
10479,CC(C)CC(=O)CC(C)CC(C)C,C12H24O,184.3184,6998,0,0,0,0,0,0,0,0,0,0,0,0
10480,CC(C)CC(C)N,C6H15N,101.1900,5113,0,0,0,0,0,0,0,0,0,0,0,0
10481,CC(C)CC(O)CC(C)C,C9H20O,144.2545,6802,0,0,0,0,0,0,0,0,0,0,0,0
10482,CC(C)Cc1nccs1,C7H11NS,141.2339,5653,0,0,0,0,0,0,0,0,0,0,0,0
10483,CCCC(C)C,C6H14,86.1754,9143,0,0,0,0,0,0,0,0,0,0,0,0
10484,CCC(C)(CCC(C)C)C(=O)O,C10H20O2,172.2646,7916,0,0,0,0,0,0,0,0,0,0,0,0
10485,CC(=O)CCC(C)C,C7H14O,114.1855,1914,0,0,0,0,0,0,0,0,0,0,0,0
10486,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,C29H50O2,430.7061,6339,0,0,0,0,0,0,0,0,0,0,0,0
10487,CC(C)CCCC(C)CC=O,C10H20O,156.2652,24826,0,0,0,0,0,0,0,0,0,0,0,0
10488,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1,C39H66O6,630.9377,27180,1,0,0,0,0,0,0,0,0,0,0,0
10489,CC(C)CCCCCCN,C9H21N,143.2697,24484,0,0,0,0,0,0,0,0,0,0,0,0
10490,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,C24H46O4,398.6196,7982,0,0,0,0,0,0,0,0,0,0,0,0
10491,C=CC(=O)OCCCCCC(C)C,C11H20O2,184.2753,7955,0,0,0,0,0,0,0,0,0,0,0,0
10492,CC(C)CCO,C5H12O,88.1482,5469,0,0,0,0,0,0,0,0,0,0,0,0
10493,CC(C)CCOC(=O)CC(C)C,C10H20O2,172.2646,24757,0,0,0,0,0,0,0,0,0,0,0,0
10494,CCCC(=O)OCCC(C)C,C9H18O2,158.2380,22059,0,0,0,0,0,0,0,0,0,0,0,0
10495,CC(C)CCOCc1ccccc1,C12H18O,178.2707,27439,0,0,0,0,0,0,0,0,0,0,0,0
10496,CCSC(=O)N(CC(C)C)CC(C)C,C11H23NOS,217.3714,3936,0,0,0,0,0,0,0,0,0,0,0,0
10497,CC(C)CNCC(C)C,C8H19N,129.2432,5079,0,0,0,0,0,0,0,0,0,0,0,0
10498,CC(C)CO,C4H10O,74.1216,1759,0,0,0,0,0,0,0,0,0,0,0,0
10499,CC(C)COC(=O)CCCCC(=O)OCC(C)C,C14H26O4,258.3538,16690,0,0,0,0,0,0,0,0,0,0,0,0
10500,CC(C)CON=O,C4H9NO2,103.1198,750,0,0,0,0,0,0,0,0,0,0,0,0
10501,CC(C)N(c1ccccc1)C(C)C,C12H19N,177.2860,22189,0,0,0,0,0,0,0,0,0,0,0,0
10502,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,C10H12N2O3S,240.2789,3901,0,0,0,0,0,0,0,0,0,0,0,0
10503,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,C10H12N2O3S,240.2789,3901,0,0,0,0,0,0,1,0,0,0,0,0
10504,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,C9H17ClN3O3PS,313.7413,14676,0,0,0,0,0,1,0,0,0,0,0,0
10505,CC(C)N1C(=O)c2ccccc2C1=O,C11H11NO2,189.2105,24644,0,0,0,0,0,0,0,0,0,0,0,0
10506,C=CC(=O)NC(C)C,C6H11NO,113.1576,13754,0,0,0,0,0,0,0,0,0,0,0,0
10507,CC(C)NC(=O)NC(C)C,C7H16N2O,144.2147,24486,0,0,0,0,0,0,0,0,0,0,0,0
10508,CC(C)OC(=O)c1ccccc1,C10H12O2,164.2011,24746,0,0,0,0,0,0,0,0,0,0,0,0
10509,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,C14H18O4,250.2903,20731,0,0,0,0,0,0,0,0,0,0,0,0
10510,CC(C)OC(=O)Cc1ccccc1,C11H14O2,178.2277,5483,0,0,0,0,0,0,0,0,0,0,0,0
10511,CC(C)OC(=O)CCC(=O)OC(C)C,C10H18O4,202.2475,24740,0,0,0,0,0,0,0,0,0,0,0,0
10512,CCCCCCCCCCCCCCCC(=O)OC(C)C,C19H38O2,298.5038,7104,0,0,0,0,0,0,0,0,0,0,0,0
10513,CC(C)OC(C)C,C6H14O,102.1748,1890,0,0,0,0,0,0,0,0,0,0,0,0
10514,CC(C)OC=O,C4H8O2,88.1051,7258,0,0,0,0,0,0,0,0,0,0,0,0
10515,CC(C)Oc1ccccc1O,C9H12O2,152.1904,21431,0,0,0,0,0,0,0,0,0,0,0,0
10516,CC(CN)CC(C)(C)CCN,C9H22N2,158.2844,24894,0,0,0,0,0,0,0,0,0,0,0,0
10517,CCC(C)(C#N)/N=N/C(C)(C#N)CC,C10H16N4,192.2608,7747,0,0,0,0,0,0,0,0,0,0,0,0
10518,CCC(C)C(=O)OCCc1ccccc1,C13H18O2,206.2808,27567,0,0,0,0,0,0,0,0,0,0,0,0
10519,CCCC(C)CC,C7H16,100.2019,8974,0,0,0,0,0,0,0,0,0,0,0,0
10520,CCC(C)CO,C5H12O,88.1482,7069,0,0,1,0,0,0,0,0,0,0,0,0
10521,CCC(C)CO,C5H12O,88.1482,7069,0,0,0,0,0,0,0,0,0,0,0,0
10522,CCC(C)COC(=O)CC(C)C,C10H20O2,172.2646,21440,0,0,0,0,0,0,0,0,0,0,0,0
10523,CCC(C)NC(N)=O,C5H12N2O,116.1616,7294,0,0,0,0,0,0,0,0,0,0,0,0
10524,CCC(C)OC(C)CC,C8H18O,130.2279,7636,0,0,0,0,0,0,0,0,0,0,0,0
10525,CC(CCC(=O)O)C(=O)O,C6H10O4,146.1412,1632,0,0,0,0,0,0,0,0,0,0,0,0
10526,CCCC(C)C(=O)O,C6H12O2,116.1583,1633,0,0,0,0,0,0,0,0,0,0,0,0
10527,CCCC(C)C(O)CC,C8H18O,130.2279,21519,0,0,0,0,0,0,0,0,0,0,0,0
10528,CC(CCO)CCc1ccccc1,C12H18O,178.2707,24822,0,0,0,0,0,0,0,0,0,0,0,0
10529,CCCCC(C)C(=O)O,C7H14O2,130.1849,24241,0,0,0,0,0,0,0,0,0,0,0,0
10530,CC(CCl)OC(C)CCl,C6H12Cl2O,171.0649,167,0,0,0,0,0,0,0,0,0,0,0,0
10531,CC(Cl)(Cl)[N+](=O)[O-],C2H3Cl2NO2,143.9567,1638,0,0,0,0,0,0,0,0,0,0,0,0
10532,CC(Cl)(Cl)C(=O)O,C3H4Cl2O2,142.9687,1575,0,0,0,0,0,0,0,0,0,0,0,0
10533,CC(Cl)(Cl)C(=O)O,C3H4Cl2O2,142.9687,1575,0,0,0,0,0,0,0,0,0,0,0,0
10534,CC(Cl)(Cl)Cl,C2H3Cl3,133.4042,1381,0,0,0,0,0,0,0,0,0,0,0,0
10535,CC(Cl)C(Cl)Cl,C3H5Cl3,147.4308,4362,0,0,0,0,0,0,0,0,0,0,0,0
10536,CCC(C)Cl,C4H9Cl,92.5673,3966,0,0,0,0,0,0,0,0,0,0,0,0
10537,CC(Cl)CCl,C3H6Cl2,112.9857,448,0,0,0,0,0,0,0,0,0,0,0,0
10538,CC(=O)OCC(C)OC(C)=O,C7H12O4,160.1678,24827,0,0,0,0,0,0,0,0,0,0,0,0
10539,CC(COc1ccccc1)NN,C9H14N2O,166.2203,28763,0,0,0,0,0,0,0,0,0,0,0,0
10540,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,C15H21NO4,279.3315,4175,0,0,0,0,0,0,0,0,0,0,0,0
10541,CC(N)=O,C2H5NO,59.0672,5,0,0,0,0,0,0,0,0,0,0,0,0
10542,CCC(C)N,C4H11N,73.1368,2284,0,0,0,0,0,0,0,0,0,0,0,0
10543,CC(C)(O)C#CC(C)(C)O,C8H14O2,142.1956,7096,0,0,0,0,0,0,0,0,0,0,0,0
10544,C=CC(C)(O)CCC=C(C)C,C10H18O,154.2493,5502,0,0,0,0,0,0,0,0,0,0,0,0
10545,C=CC(C)(O)CCC=C(C)C,C10H18O,154.2493,5502,0,0,0,0,0,0,0,0,0,0,0,0
10546,COC(=O)C(C)O,C4H8O3,104.1045,7197,0,0,0,0,0,0,0,0,0,0,0,0
10547,CCOC(=O)C(C)O,C5H10O3,118.1311,9127,0,0,0,0,0,0,0,0,0,0,0,0
10548,CCCOC(=O)C(C)O,C6H12O3,132.1577,29290,0,0,0,0,0,0,0,0,0,0,0,0
10549,CC(O)C(CO)C(C)O,C6H14O3,134.1736,21370,0,0,0,0,0,0,0,0,0,0,0,0
10550,CC(O)C1CCCCC1,C8H16O,128.2120,27643,0,0,0,0,0,0,0,0,0,0,0,0
10551,CC(O)CC(C)(C)O,C6H14O2,118.1742,1885,0,0,0,0,0,0,0,0,0,0,0,0
10552,CC(O)CC(C)O,C5H12O2,104.1476,12878,0,0,0,0,0,0,0,0,0,0,0,0
10553,CCCCCC(C)O,C7H16O,116.2013,27158,0,0,0,0,0,0,0,0,0,0,0,0
10554,CCCCCCC(C)O,C8H18O,130.2279,7014,0,0,0,0,0,0,0,0,0,0,0,0
10555,CC(O)CCO,C4H10O2,90.1210,6773,0,0,1,0,0,0,0,0,0,0,0,0
10556,CC(O)CN,C3H9NO,75.1097,1764,0,0,0,0,0,0,0,0,0,0,0,0
10557,CC(O)CNCC(C)O,C6H15NO2,133.1888,179,0,0,0,0,0,0,0,0,0,0,0,0
10558,CC(O)CO,C3H8O2,76.0944,1206,0,0,0,0,0,0,0,0,0,0,0,0
10559,CC(O)CO,C3H8O2,76.0944,1206,0,0,0,0,0,0,0,0,0,0,0,0
10560,COCC(C)O,C4H10O2,90.1210,4284,0,0,0,0,0,0,0,0,0,0,0,0
10561,CCCOCC(C)O,C6H14O2,118.1742,9217,0,0,0,0,0,0,0,0,0,0,0,0
10562,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,C20H22O5,342.3857,7921,0,0,0,0,0,0,0,1,0,0,0,0
10563,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,C20H22O5,342.3857,7921,0,0,0,0,0,0,0,1,0,0,0,0
10564,CCOC(C)OCC,C6H14O2,118.1742,10607,0,0,0,0,0,0,0,0,0,0,0,0
10565,CC(S)C(C)S,C4H10S2,122.2522,27089,0,0,0,0,0,0,0,0,0,0,0,0
10566,CCC(C)S,C4H10S,90.1872,21396,0,0,0,0,0,0,0,0,0,0,0,0
10567,CC/C=C\CC/C=C/CO,C9H16O,140.2227,27192,0,0,0,0,0,0,0,0,0,0,0,0
10568,CC/C=C\CCCCO,C8H16O,128.2120,27698,0,0,0,0,0,0,0,0,0,0,0,0
10569,CC/C=C\CCO,C6H12O,100.1589,2137,0,0,0,0,0,0,0,0,0,0,0,0
10570,CC1=C(C=O)C(C)(C)CC=C1,C10H14O,150.2176,29357,0,0,0,0,0,0,0,0,0,0,0,0
10571,CC1=CC(=O)CCC1,C7H10O,110.1537,15186,0,0,0,0,0,0,0,0,0,0,0,0
10572,CC(=O)/C=C/C1=C(C)CCCC1(C)C,C13H20O,192.2973,1769,0,0,0,0,0,0,0,0,0,0,0,0
10573,CC(=O)C=CC1=C(C)CCCC1(C)C,C13H20O,192.2973,27952,0,0,0,0,0,0,0,0,0,0,0,0
10574,CC1=C(C=O)C(C)(C)CCC1,C10H16O,152.2334,27142,0,0,0,0,0,0,0,0,0,0,0,0
10575,CC1=C(O)C(=O)C(C)O1,C6H8O3,128.1259,21517,0,0,0,0,0,0,0,0,0,0,0,0
10576,CC=CC(=O)O,C4H6O2,86.0892,7544,0,0,0,0,0,0,0,0,0,0,0,0
10577,CC1(C)C(=O)C(C)(C)C1=O,C8H12O2,140.1797,24745,0,0,0,0,0,0,0,0,0,0,0,0
10578,CC1(C)C(=O)NC(=O)NC1=O,C6H8N2O3,156.1393,509,0,0,0,0,0,0,0,0,0,0,0,0
10579,CC1=CC[C@H](CC=O)C1(C)C,C10H16O,152.2334,24756,0,0,0,0,0,0,0,0,0,0,0,0
10580,C[C@H]1C[C@@H](O)CC(C)(C)C1,C9H18O,142.2386,27570,0,0,0,0,0,0,0,0,0,0,0,0
10581,CC1=CC(O)CC(C)(C)C1,C9H16O,140.2227,27072,0,0,0,0,0,0,0,0,0,0,0,0
10582,CCC(=O)/C=C/C1C(C)=CCCC1(C)C,C14H22O,206.3239,6240,0,0,0,0,0,0,0,0,0,0,0,0
10583,CC1(C)SC(C)(C)SC(C)(C)S1,C9H18S3,222.4342,27712,0,0,0,0,0,0,0,0,0,0,0,0
10584,CN1C(=O)CC(C)(c2ccccc2)C1=O,C12H13NO2,203.2371,3293,0,0,0,0,0,0,0,0,0,0,0,0
10585,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,C15H19N3O3,289.3297,4287,0,0,0,0,0,0,0,0,0,0,0,0
10586,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,C15H19N3O4,305.3291,14664,0,0,0,0,0,0,0,0,0,0,0,0
10587,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,C13H15N3O3,261.2765,14665,0,0,0,0,0,0,0,0,0,0,0,0
10588,C=C(C)C1CCC(C)(O)CC1,C10H18O,154.2493,21209,0,0,0,0,0,0,0,0,0,0,0,0
10589,Cc1cc(=O)[nH]o1,C4H5NO2,99.0880,12622,0,0,0,0,0,0,0,0,0,0,0,0
10590,C=C(C)[C@H]1CC=C(C)CC1,C10H16,136.2340,778,0,0,0,0,0,0,0,0,0,0,0,0
10591,C=C(C)[C@H]1CC=C(C)C(=O)C1,C10H14O,150.2176,256,0,0,0,0,0,0,0,0,0,0,0,0
